AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
A1027683,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-13,MED SEV,STRAY,OTC,,2025-08-13,EUTH,,MED SEV,LOCUST ST/OAK ST,SAN JOSE,2025-08-13
A1029352,AMOS,CAT,BLACK,,DOMESTIC SH,NEUTERED,2016-09-24,9 YEARS,2025-09-08,HEALTHY,CONFISCATE,OWNER DIED,,,,,,,SAN JOSE,2025-09-24
A1032477,,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,,NO AGE,2025-09-03,MED SEV,STRAY,OTC,,2025-09-03,EUTH,,MED SEV,S 7TH ST/PHELAN AVE,SAN JOSE,2025-09-03
A1044386,,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-06,DEAD,DISPO REQ,OTC,,2025-08-06,DISPOSAL,,DEAD,ABBOTT AVE/KRISMER ST,MILPITAS,2025-08-06
A1045449,MIMI,CAT,OTHER,,DOMESTIC SH,SPAYED,,NO AGE,2025-09-14,DEAD,DISPO REQ,OTC OWNED,,2025-09-14,DISPOSAL,,DEAD,,SAN JOSE,2025-09-14
A1067499,CHARLIE,DOG,BROWN,TAN,MANCHESTER TERR,NEUTERED,2016-03-13,9 YEARS,2025-08-26,MED R,OWNER SUR,OTC,,2025-09-09,RESCUE,,MED R,,SAN JOSE,2025-09-09
A1075674,,CAT,WHITE,BLACK,DOMESTIC SH,FEMALE,,NO AGE,2025-08-24,DEAD,DISPO REQ,OTC,,2025-08-24,DISPOSAL,,DEAD,HENWOOD RD,SAN JOSE,2025-08-24
A1076560,MANCHA,DOG,BROWN,,POINTER,SPAYED,2017-08-22,8 YEARS,2025-08-21,HEALTHY,STRAY,OTC,,2025-08-22,RTO,,HEALTHY,1600 BLOCK HOPKINS,SAN JOSE,2025-08-22
A1078063,,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-14,MED SEV,STRAY,OTC,,2025-09-01,RTF,,FERAL,LN A/KINGS ROW,SAN JOSE,2025-09-01
A1080604,,CAT,BLACK,BROWN,DOMESTIC MH,SPAYED,2024-09-24,1 YEAR,2025-09-03,DEAD,DISPO REQ,FIELD,,2025-09-03,DISPOSAL,,DEAD,DIXON LANDING X MILPITAS,MILPITAS,2025-09-03
A1081748,FONZY,DOG,TAN,WHITE,CHIHUAHUA SH,MALE,2013-08-03,12 YEARS,2025-08-20,DEAD,DISPO REQ,OTC,,2025-08-20,DISPOSAL,,DEAD,,SAN JOSE,2025-08-20
A1082409,,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2025-09-12,DEAD,DISPO REQ,OTC,,,,,,SUMMERPLACE DR/ SUMMERTON DR,SAN JOSE,2025-09-12
A1088236,ZOE,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-26,MED SEV,STRAY,FIELD,,2025-08-26,RTO,,MED SEV,GARRETT X TRINIDAD,SAN JOSE,2025-08-26
A1092338,PATTY,DOG,RED,,POMERANIAN,SPAYED,2012-06-16,13 YEARS,2025-08-10,MED R,STRAY,OTC,,2025-08-14,RTO,,MED R,PALA MESA DR/LA STRADA DR,SAN JOSE,2025-08-14
A1094575,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-20,DEAD,DISPO REQ,OTC,,2025-08-20,DISPOSAL,,DEAD,LAVENDER TER,SAN JOSE,2025-08-20
A1104499,MILES,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2018-06-15,7 YEARS,2025-08-04,MED R,STRAY,OTC,,2025-08-04,RTO,,MED R,S 10TH ST/E SAN SALVADOR ST,SAN JOSE,2025-08-04
A1114102,BOTITAS,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2018-05-07,7 YEARS,2025-09-13,DEAD,DISPO REQ,OTC,,2025-09-13,DISPOSAL,,DEAD,MOORPARK AVE,SAN JOSE,2025-09-13
A1120494,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2025-09-12,MED SEV,STRAY,FIELD,,2025-09-12,EUTH,,MED SEV,JEANNE AVE/FORESTDALE AVE,SAN JOSE,2025-09-12
A1124358,EVEREST,DOG,GRAY,WHITE,SIBERIAN HUSKY,SPAYED,2018-05-11,7 YEARS,2025-08-23,HEALTHY,STRAY,OTC,,2025-08-24,RTO,,HEALTHY,LEAN AVE/BIEBER DR,SAN JOSE,2025-08-24
A1127530,MISSY,DOG,WHITE,GRAY,MALTESE,FEMALE,2017-01-01,8 YEARS,2025-09-06,HEALTHY,CONFISCATE,POLICE,,2025-09-10,RTO,,HEALTHY,,SAN JOSE,2025-09-10
A1135995,JANE,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,,NO AGE,2025-09-10,DEAD,DISPO REQ,FIELD,,,,,,700 BLOCK E SANTA CLARA ST,SAN JOSE,2025-09-10
A1136595,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-30,DEAD,DISPO REQ,OTC,,2025-08-30,DISPOSAL,,DEAD,LILLEWORTH AVE,SAN JOSE,2025-09-04
A1136839,ATHOS,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,2019-05-30,6 YEARS,2025-09-13,MED SEV,STRAY,FIELD,,2025-09-16,EUTH,,MED EMERG,AZEVEDO PKWY/BELLA RIDGE TER,SAN JOSE,2025-09-16
A1148544,DEXTER,DOG,GRAY,TAN,YORKSHIRE TERR,MALE,2012-01-01,13 YEARS,2025-09-05,MED R,STRAY,OTC,IP ADOPT,2025-09-09,RTO,,HEALTHY,TAMIE LN X BUCKNALL RD,SAN JOSE,2025-09-09
A1149098,PRIETO,DOG,BLACK,TAN,GERM SHEPHERD,NEUTERED,2016-11-20,8 YEARS,2025-08-17,MED R,STRAY,FIELD,,2025-08-17,RTO,,HEALTHY,LENDRUM X MUIRFIELD,SAN JOSE,2025-08-17
A1157433,,CAT,CALICO-DIL,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-29,DEAD,DISPO REQ,OTC,,2025-08-29,DISPOSAL,,DEAD,MONTEREY RD,SAN JOSE,2025-08-29
A1167653,LUNA,DOG,WHITE,TAN,LABRADOR RETR,SPAYED,2019-04-26,6 YEARS,2025-08-19,MED R,STRAY,OTC,,2025-08-20,RTO,,MED R,MCKEE RD X X N CAPITOL AVE,SAN JOSE,2025-08-20
A1174059,,CAT,PT-LILAC,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-14,DEAD,DISPO REQ,OTC,,2025-08-14,DISPOSAL,,DEAD,AYRSHIRE DR,SAN JOSE,2025-08-21
A1175145,REXY,DOG,TRICOLOR,,MIX,SPAYED,2019-10-14,5 YEARS,2025-08-09,DEAD,DISPO REQ,FIELD,,2025-08-09,DISPOSAL,,DEAD,,MILPITAS,2025-08-18
A1188641,LOKI,DOG,GRAY,WHITE,SIBERIAN HUSKY,NEUTERED,2019-10-04,5 YEARS,2025-08-20,MED R,STRAY,OTC,,2025-08-20,RTO,,MED R,PEARL AVE X CAPITOL EXPY,SAN JOSE,2025-08-20
A1191302,,CAT,PT-CHOC,,DOMESTIC SH,SPAYED,2019-08-11,6 YEARS,2025-08-10,MED SEV,STRAY,OTC,IP ADOPT,2025-08-11,EUTH,,MED SEV,FORD RD/MONTEREY RD,SAN JOSE,2025-08-11
A1192174,HENRY,DOG,BROWN,BLACK,GERM SH POINT,NEUTERED,2019-04-12,6 YEARS,2025-09-03,HEALTHY,OWNER SUR,OTC,,2025-09-03,RTO,,HEALTHY,,SAN JOSE,2025-09-03
A1193074,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-23,MED SEV,STRAY,FIELD,,2025-08-24,EUTH,,MED SEV,BOLERO DR,SAN JOSE,2025-08-27
A1203844,OREO,DOG,WHITE,BLACK,BORDER COLLIE,MALE,2020-11-18,4 YEARS,2025-07-29,HEALTHY,CONFISCATE,POLICE,,2025-07-30,RTO,,HEALTHY,,SAN JOSE,2025-07-30
A1211669,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-24,MED SEV,STRAY,FIELD,,2025-08-24,EUTH,,MED SEV,COLONIAL WAY,SAN JOSE,2025-08-27
A1212610,,CAT,GRAY,,DOMESTIC SH,SPAYED,2020-09-02,4 YEARS,2025-08-06,DEAD,DISPO REQ,FIELD,,2025-08-06,DISPOSAL,,DEAD,2000 BLOCK JUDKINS,SAN JOSE,2025-08-06
A1215150,,CAT,BLACK,WHITE,DOMESTIC MH,NEUTERED,,NO AGE,2025-08-27,MED SEV,STRAY,OTC,,2025-08-27,EUTH,,MED SEV,BRANHAM X HOLYCON CIR,SAN JOSE,2025-08-27
A1216280,SEASAME,CAT,GRAY,,DOMESTIC SH,SPAYED,2021-03-29,4 YEARS,2025-08-15,MED SEV,STRAY,OTC,,2025-08-15,EUTH,,MED SEV,S 11TH X KEYES ST,SAN JOSE,2025-08-15
A1221021,COCO,DOG,GRAY,WHITE,PIT BULL,MALE,2017-07-03,8 YEARS,2025-08-03,HEALTHY,STRAY,FIELD,,,,,,E MISSION ST X N 7TH ST,SAN JOSE,2025-09-24
A1222558,KING MILO,DOG,BRINDLE-BN,WHITE,BULLDOG,NEUTERED,2019-07-15,2 YEARS,2025-08-27,BEH U,CONFISCATE,ASO,,2025-08-28,RTO,,BEH U,,SAN JOSE,2025-08-28
A1222564,,CAT,BLACK,,DOMESTIC SH,SPAYED,2021-09-02,3 YEARS,2025-08-19,DEAD,DISPO REQ,FIELD,,2025-08-19,DISPOSAL,,DEAD,QUIMBY RD / WODZIENSKI DR,SAN JOSE,2025-08-20
A1228155,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2025-09-14,MED SEV,STRAY,OTC,,2025-09-15,EUTH,,MED SEV,AVIATION AVE X COLEMAN,SAN JOSE,2025-09-17
A1231825,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-31,MED SEV,STRAY,OTC,,2025-09-01,DIED,,MED SEV,TENLEY DR/ALBEMAR CT,SAN JOSE,2025-09-04
A1237180,OSCAR,DOG,TAN,,CHIHUAHUA SH,MALE,2020-07-04,5 YEARS,2025-09-12,HEALTHY,CONFISCATE,POLICE,,2025-09-12,RTO,,HEALTHY,,SAN JOSE,2025-09-18
A1239201,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2020-09-02,5 YEARS,2025-08-31,HEALTHY,STRAY,FIELD,,2025-09-07,RTF,,FERAL,BLK 300 CARNEGIE DR,MILPITAS,2025-09-07
A1240280,SADIE,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,2021-08-21,4 YEARS,2025-08-27,HEALTHY,OWNER SUR,OTC,,2025-09-02,ADOPTION,,HEALTHY,,SAN JOSE,2025-09-02
A1240381,SUGAR,DOG,WHITE,,CAIRN TERRIER,SPAYED,2016-01-17,9 YEARS,2025-08-08,HEALTHY,CONFISCATE,OWNER DIED,,2025-08-23,RESCUE,,HEALTHY,,SAN JOSE,2025-08-23
A1240666,PLUTO,DOG,BLACK,WHITE,SIBERIAN HUSKY,MALE,,NO AGE,2025-08-20,HEALTHY,STRAY,FIELD,,2025-08-21,RTO,,HEALTHY,VAN WINKLE LN / GALAHAD AVE,SAN JOSE,2025-08-21
A1241455,COOKIE,DOG,TAN,WHITE,SHIH TZU,FEMALE,2017-08-08,8 YEARS,2025-08-08,HEALTHY,STRAY,OTC,,2025-08-09,RTO,,HEALTHY,BANNER DR/BANNER CT,SAN JOSE,2025-08-09
A1249715,WAFFLES,DOG,BROWN,WHITE,CHIHUAHUA SH,FEMALE,2017-03-15,8 YEARS,2025-08-28,DEAD,DISPO REQ,OTC,,2025-08-28,DISPOSAL,,DEAD,SIEBER CT,SAN JOSE,2025-08-28
A1266262,PUPPY,DOG,BROWN,,CHIHUAHUA SH,FEMALE,,NO AGE,2025-09-10,HEALTHY,CONFISCATE,HOSPITAL,,2025-09-25,RESCUE,,HEALTHY,,SAN JOSE,2025-09-25
A1266263,TEDDY,DOG,BROWN,BRINDLE-BN,CHIHUAHUA SH,MALE,2020-09-10,5 YEARS,2025-09-10,HEALTHY,CONFISCATE,HOSPITAL,,,,,,,SAN JOSE,2025-09-26
A1266587,FELIPE,DOG,BROWN,,CHIHUAHUA SH,MALE,2023-09-24,2 YEARS,2025-09-10,DEAD,DISPO REQ,FIELD,,2025-09-10,DISPOSAL,,DEAD,N CAPITOL AVE / MCKEE RD,SAN JOSE,2025-09-12
A1271007,,CAT,WHITE,,SIAMESE,NEUTERED,2017-08-28,8 YEARS,2025-09-14,MED SEV,STRAY,OTC,,2025-09-14,DIED,,MED SEV,SADDLE BROOK DR/MARJOHN,SAN JOSE,2025-09-16
A1282774,COOKIE,DOG,BRINDLE-BN,WHITE,DUTCH SHEPHERD,SPAYED,2020-12-18,4 YEARS,2025-09-07,HEALTHY,RETURN,OTC,,,,,,,SAN JOSE,2025-09-08
A1285096,ELI,DOG,BROWN,BLACK,YORKSHIRE TERR,MALE,2021-01-09,4 YEARS,2025-08-07,HEALTHY,STRAY,OTC,,2025-08-07,RTO,,,BERNAL RD/ SANTA TERESA,SAN JOSE,2025-08-07
A1288060,KAIDA,DOG,BLACK,,GERM SHEPHERD,SPAYED,2023-08-27,2 YEARS,2025-08-26,HEALTHY,OWNER SUR,,,2025-09-07,ADOPTION,,HEALTHY,,SAN JOSE,2025-09-07
A1288342,TINY MITE,DOG,TAN,WHITE,PIT BULL,SPAYED,2022-04-06,3 YEARS,2025-09-12,HEALTHY,CONFISCATE,ASO,,2025-09-23,RTO,,HEALTHY,,SAN JOSE,2025-09-23
A1288345,MARLEY,DOG,BLACK,WHITE,AUST CATTLE DOG,NEUTERED,2021-02-05,4 YEARS,2025-08-15,HEALTHY,STRAY,OTC,,2025-08-20,RTO,,HEALTHY,WILLOW AVE/LICK AVE,SAN JOSE,2025-08-20
A1288345,MARLEY,DOG,BLACK,WHITE,AUST CATTLE DOG,NEUTERED,2021-02-05,4 YEARS,2025-08-04,HEALTHY,STRAY,OTC,,2025-08-08,RTO,,HEALTHY,LICK AVE/WILLOW ST,SAN JOSE,2025-08-12
A1288645,LUNA,DOG,BROWN,WHITE,SIBERIAN HUSKY,FEMALE,2022-02-11,3 YEARS,2025-08-21,MED R,STRAY,OTC,,2025-08-21,RTO,,MED R,MONTEREY X CURTNER,SAN JOSE,2025-08-21
A1288646,BLAZE,DOG,WHITE,,SIBERIAN HUSKY,MALE,2019-02-09,6 YEARS,2025-08-21,MED R,STRAY,OTC,,2025-08-21,RTO,,MED R,MONTEREY X CURTNER,SAN JOSE,2025-09-16
A1289781,ROSIE,DOG,MERLE-BLUE,,WHIPPET,SPAYED,2022-09-19,3 YEARS,2025-08-19,HEALTHY,CONFISCATE,HOSPITAL,,2025-09-03,ADOPTION,,HEALTHY,,SAN JOSE,2025-09-03
A1289782,CINDERELLA,DOG,WHITE,TAN,AUST CATTLE DOG,SPAYED,2021-01-19,4 YEARS,2025-08-19,HEALTHY,CONFISCATE,HOSPITAL,,2025-09-18,ADOPTION,,HEALTHY,,SAN JOSE,2025-09-18
A1289828,SAMANTHA,DOG,TAN,,CHIHUAHUA SH,FEMALE,2022-02-24,3 YEARS,2025-08-20,BEH U,OWNER SUR,FIELD,,2025-09-02,RESCUE,,BEH U,,MILPITAS,2025-09-02
A1289830,GILLIGAN,DOG,BLACK,WHITE,AMERICAN PIT BU,NEUTERED,2022-09-19,3 YEARS,2025-08-19,HEALTHY,CONFISCATE,HOSPITAL,,2025-09-18,ADOPTION,,HEALTHY,,SAN JOSE,2025-09-18
A1290465,HARRY,DOG,WHITE,,SHIH TZU,MALE,2021-02-28,4 YEARS,2025-07-31,HEALTHY,STRAY,FOUND,,2025-07-31,RTO,,HEALTHY,JACSON / 18TH ST,SAN JOSE,2025-08-13
A1292205,,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,2020-03-13,5 YEARS,2025-08-29,MED SEV,STRAY,OTC,,2025-08-29,EUTH,,MED SEV,HERMINA ST X SAN ANDREAS DR,MILPITAS,2025-08-29
A1301286,FERAL,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2025-09-06,DEAD,DISPO REQ,OTC,,2025-09-06,DISPOSAL,,DEAD,EVERGLADE AVE/PALMVIEW WAY,SAN JOSE,2025-09-06
A1301513,SILENT VILLAGOMEZ,DOG,TAN,,AM PIT BULL TER,NEUTERED,2023-01-17,2 YEARS,2025-08-08,BEH M,STRAY,OTC,,2025-08-15,ADOPTION,,BEH M,MONTEREY RD/UMBARGER RD,SAN JOSE,2025-08-15
A1304887,ONYXANDRA,DOG,BLACK,WHITE,CHIHUAHUA SH,SPAYED,2023-02-16,2 YEARS,2025-09-09,MED R,STRAY,FIELD,,2025-09-23,ADOPTION,,HEALTHY,ROBERTS X OSWEGO,SAN JOSE,2025-09-23
A1305289,FERAL,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2025-07-29,DEAD,DISPO REQ,FIELD,,2025-07-29,DISPOSAL,,DEAD,"800 BLOCK DEL RIO CT, MILPITAS CA 95035",MILPITAS,2025-07-29
A1305739,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2021-09-02,3 YEARS,2025-08-15,DEAD,DISPO REQ,FIELD,,2025-08-15,DISPOSAL,,DEAD,300 BLOCK TIMBER,MILPITAS,2025-08-15
A1308306,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2019-07-18,6 YEARS,2025-08-27,MED SEV,STRAY,OTC,,2025-09-05,RTF,,FERAL,HERLONG AVE & CALPINE DR,SAN JOSE,2025-09-05
A1311551,ZEUS,DOG,MERLE-BLUE,,AUST SHEPHERD,MALE,2022-09-06,3 YEARS,2025-09-06,MED R,STRAY,OTC,,2025-09-07,RTO,,,LEWIS RD/WALL ST,SAN JOSE,2025-09-07
A1320456,APOLLO,DOG,BROWN,,GERM SHEPHERD,MALE,2022-08-20,3 YEARS,2025-08-17,HEALTHY,STRAY,OTC,,2025-08-24,RTO,,HEALTHY,EAST HILLS DR/WHITE RD,SAN JOSE,2025-08-24
A1323782,GISSEL,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,2023-03-14,2 YEARS,2025-08-09,HEALTHY,STRAY,OTC,,2025-08-21,ADOPTION,,HEALTHY,N JACKSON AVE/MABURY RD,SAN JOSE,2025-08-21
A1323916,CHUCKY,DOG,WHITE,,ENG BULLDOG,MALE,2022-12-09,2 YEARS,2025-07-29,MED R,STRAY,OTC,,2025-09-06,RESCUE,,MED R,MONTEREY RD/FORSUM RD,SAN JOSE,2025-09-06
A1324118,JADE,DOG,GRAY,WHITE,PIT BULL,SPAYED,2019-12-11,5 YEARS,2025-09-05,MED R,OWNER SUR,OTC,,2025-09-08,RTO,,HEALTHY,,SAN JOSE,2025-09-08
A1326565,SPIKEY,DOG,TAN,BLACK,PUG,NEUTERED,2023-04-16,2 YEARS,2025-09-13,HEALTHY,STRAY,OTC,,2025-09-16,RTO,,,STORY RD & MCLAUGHLIN AVE,SAN JOSE,2025-09-18
A1331313,CUPID,CAT,TABBY-ORG,,DOMESTIC SH,MALE,2016-03-07,9 YEARS,2025-08-11,HEALTHY,CONFISCATE,HOSPITAL,,2025-08-24,TRANSFER,,HEALTHY,,SAN JOSE,2025-08-24
A1331366,WAFFLES,DOG,BLACK,,POODLE STND,MALE,2023-08-14,2 YEARS,2025-09-06,HEALTHY,STRAY,OTC,,2025-09-10,RESCUE,,HEALTHY,QUIMBY RD/RUBY RD,SAN JOSE,2025-09-10
A1331367,MOCHI,DOG,BLACK,,POODLE STND,SPAYED,2023-08-14,2 YEARS,2025-09-03,HEALTHY,STRAY,OTC,,2025-09-10,RESCUE,,HEALTHY,FARRINGDON DR / FARRINGDON CT,SAN JOSE,2025-09-10
A1331602,BERNIE,DOG,WHITE,BLACK,AUST SHEPHERD,NEUTERED,2023-11-10,1 YEAR 10 MONTHS,2025-09-13,HEALTHY,CONFISCATE,POLICE,,2025-09-17,RTO,,HEALTHY,,SAN JOSE,2025-09-17
A1332958,RAMBO,DOG,BLACK,,GERM SHEPHERD,NEUTERED,2023-06-11,2 YEARS,2025-08-15,HEALTHY,STRAY,FIELD,,2025-08-15,RTO,,HEALTHY,JACKSON AVE / BRUSHGLEN WAY,SAN JOSE,2025-08-15
A1334449,CHICO,DOG,BLACK,WHITE,SIBERIAN HUSKY,MALE,2020-04-02,5 YEARS,2025-09-10,MED R,STRAY,OTC,,2025-09-10,RTO,,MED R,GRIDLEY ST/MCKEE,SAN JOSE,2025-09-10
A1335093,BEAR,DOG,TAN,WHITE,PIT BULL,NEUTERED,2022-04-06,3 YEARS,2025-09-12,HEALTHY,CONFISCATE,ASO,,2025-09-23,RTO,,HEALTHY,,SAN JOSE,2025-09-23
A1335910,MAMAS,CAT,BLACK,,DOMESTIC SH,SPAYED,2023-09-28,2 YEARS,2025-08-07,PREGNANT,STRAY,OTC,,2025-08-11,RTF,,HEALTHY,CALVIEW AVE,SAN JOSE,2025-08-11
A1336719,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2023-09-02,1 YEAR 11 MONTHS,2025-08-08,DEAD,DISPO REQ,FIELD,,2025-08-08,DISPOSAL,,DEAD,200 BLOCK S PARK VICTORIA,MILPITAS,2025-08-08
A1338907,COCO,DOG,BLACK,WHITE,SIBERIAN HUSKY,SPAYED,2020-09-03,5 YEARS,2025-09-03,HEALTHY,STRAY,,,2025-09-04,RTO,,HEALTHY,S WHITE RD/STORY RD,SAN JOSE,2025-09-04
A1342461,GORDO,DOG,BLACK,WHITE,PIT BULL,NEUTERED,2023-08-28,2 YEARS,2025-08-28,MED R,S/N CLINIC,,,2025-08-30,RTO,,MED R,,SAN JOSE,2025-08-30
A1344940,CHANEL,DOG,BROWN,BLACK,PIT BULL,SPAYED,2024-04-13,1 YEAR 5 MONTHS,2025-07-30,HEALTHY,STRAY,OTC,,2025-07-30,RTO,,,0 BLOCK N/WOZ WAY,SAN JOSE,2025-07-30
A1345066,PUPPY,DOG,TRICOLOR,,CHIHUAHUA SH,FEMALE,2023-09-15,2 YEARS,2025-09-12,HEALTHY,STRAY,FIELD,,,,,,JEANNE AVE. / FORESTDALE AVE.,SAN JOSE,2025-09-26
A1345291,,DOG,BRINDLE-BN,,DUTCH SHEPHERD,SPAYED,2022-06-17,3 YEARS,2025-07-30,BEH U,TRANSFER,COUNTY,,2025-07-30,EUTH,,BEH U,CUNNINGHAM AVE/E CAPIROL EXPY,SAN JOSE,2025-07-30
A1346921,PEONI,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-05-18,1 YEAR 4 MONTHS,2025-08-01,HEALTHY,RETURN,OTC,,2025-08-16,ADOPTION,,HEALTHY,,SAN JOSE,2025-08-16
A1346980,CATALINA SUNSHINE,CAT,TAN,,SIAMESE,SPAYED,2020-12-27,4 YEARS,2025-08-21,MED SEV,STRAY,FIELD,,2025-08-21,EUTH,,MED SEV,,,2025-08-21
A1347170,CHAPPIE,DOG,TAN,,CHIHUAHUA SH,SPAYED,2015-07-02,10 YEARS,2025-09-07,BEH U,CONFISCATE,ASO,,2025-09-08,ADOPTION,,HEALTHY,,MILPITAS,2025-09-08
A1347172,RAELEY,DOG,BROWN,,CHIHUAHUA SH,SPAYED,2019-03-02,6 YEARS,2025-09-07,BEH U,CONFISCATE,ASO,,2025-09-08,RTO,,HEALTHY,,MILPITAS,2025-09-08
A1347931,ROCKY,DOG,TAN,BLACK,GERM SHEPHERD,NEUTERED,2022-07-15,3 YEARS,2025-08-15,HEALTHY,STRAY,FIELD,,2025-08-15,RTO,,HEALTHY,JACKSON AVE / BRUSHGLEN WAY,SAN JOSE,2025-08-15
A1348271,PUPPY,DOG,BLACK,,LABRADOR RETR,NEUTERED,2022-07-15,3 YEARS,2025-09-12,MED EMERG,OWNER SUR,FIELD,,2025-09-12,RTO,,MED EMERG,,SAN JOSE,2025-09-12
A1348735,HERCULES,DOG,BROWN,,PIT BULL,NEUTERED,2024-03-28,1 YEAR 6 MONTHS,2025-08-12,BEH M,STRAY,FIELD,,2025-08-13,RTO,,HEALTHY,MASONIC DR / CANOAS GARDEN,SAN JOSE,2025-08-13
A1350733,CANELA,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,2024-06-10,1 YEAR 2 MONTHS,2025-08-09,DEAD,DISPO REQ,OTC,,2025-08-09,DISPOSAL,,DEAD,SARATOGA AVE,SAN JOSE,2025-08-09
A1354538,MIA,CAT,TABBY-BUFF,,DOMESTIC SH,SPAYED,2024-07-30,1 YEAR 2 MONTHS,2025-08-08,HEALTHY,STRAY,OTC,,2025-08-16,ADOPTION,,HEALTHY,HARRIS AVE/ PAULINE DR,SAN JOSE,2025-08-16
A1354896,KAYLA,DOG,BLACK,WHITE,SIBERIAN HUSKY,SPAYED,2017-09-11,8 YEARS,2025-08-16,BEH M,OWNER SUR,FIELD,,,,,,,SAN JOSE,2025-09-13
A1355617,COOPER,DOG,WHITE,,SIBERIAN HUSKY,NEUTERED,2022-09-12,3 YEARS,2025-08-13,HEALTHY,STRAY,FIELD,,2025-08-14,RTO,,HEALTHY,100 BLOCK RODRIGUES,MILPITAS,2025-08-23
A1355617,COOPER,DOG,WHITE,,SIBERIAN HUSKY,NEUTERED,2022-09-12,3 YEARS,2025-08-24,MED R,OWNER SUR,OTC,,2025-09-06,ADOPTION,,HEALTHY,,MILPITAS,2025-09-06
A1356478,DOMINO,DOG,BLACK,WHITE,BORDER COLLIE,SPAYED,2023-12-27,1 YEAR 9 MONTHS,2025-09-13,HEALTHY,CONFISCATE,POLICE,,2025-09-17,RTO,,HEALTHY,,SAN JOSE,2025-09-17
A1357018,BANDIT,DOG,WHITE,,TOY FOX TERRIER,MALE,2023-12-06,1 YEAR 8 MONTHS,2025-08-03,BEH U,STRAY,OTC,,2025-08-19,EUTH,,BEH U,BERRYESSA RD/SIERRA RD,SAN JOSE,2025-08-19
A1357426,STARLA,DOG,BRINDLE-BN,,AM PIT BULL TER,SPAYED,2022-09-25,3 YEARS,2025-09-10,HEALTHY,CONFISCATE,POLICE,,2025-09-16,RTO,,HEALTHY,,SAN JOSE,2025-09-16
A1357426,STARLA,DOG,BRINDLE-BN,,AM PIT BULL TER,SPAYED,2022-09-25,3 YEARS,2025-08-22,MED R,STRAY,MEDVET,,2025-08-25,RTO,,,ABORN RD,SAN JOSE,2025-08-25
A1360090,ROCKY,DOG,BROWN,,CHIHUAHUA SH,MALE,2015-08-17,10 YEARS,2025-08-17,MED EMERG,STRAY,FIELD,,,,,,HURAN X TULLY,SAN JOSE,2025-08-17
A1360659,APOLLO,DOG,BLACK,WHITE,PIT BULL,NEUTERED,2020-04-01,5 YEARS,2025-08-21,HEALTHY,STRAY,FIELD,,,,,,HILLVIEW CT,MILPITAS,2025-09-26
A1361190,LEO,DOG,CREAM,,COCKER SPAN,MALE,2018-09-29,7 YEARS,2025-09-02,HEALTHY,CONFISCATE,HOSPITAL,,2025-09-27,TRANSFER,,HEALTHY,,SAN JOSE,2025-09-27
A1362837,AZALEA,DOG,BROWN,BLACK,GERM SHEPHERD,FEMALE,2019-11-13,5 YEARS,2025-09-11,MED R,STRAY,OTC,,,,,,E JULIAN ST X N 26TH ST,SAN JOSE,2025-09-23
